claim_id,base_points,accident_parking,age_of_driver_sq,high_education_ind,age_of_driver,witness_present_ind,marital_status,address_change_ind,zip_rate_x_accident_highway,claim_year,age_over_safety,no_verification,safety_risk_score,vehicle_price_per_driver_age,female_x_zip_fraud_rate_oof,liab_prct_sq,total_score
0,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,-0.14372195324367493,4.666234964744275,-1.5299451921981375,543.3933211511176
1,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,-13.248525569934609,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.14372195324367493,-4.41470320010109,-1.5299451921981375,482.2683620513247
2,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,-13.248525569934609,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.1938018590682465,4.666234964744275,6.713691148885355,499.54285665142896
3,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,-13.248525569934609,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,-9.595917643551335,-0.14372195324367493,-8.497566394842565,6.713691148885355,471.5773274971089
4,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.14372195324367493,-4.41470320010109,-1.5299451921981375,501.81579218416476
5,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,-13.248525569934609,0.0,-9.335519438840487,0.0,-1.8963991408225083,0.0,-9.595917643551335,-0.14372195324367493,4.666234964744275,-1.5299451921981375,464.41262013050834
6,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,-9.595917643551335,0.7632626814943567,-8.497566394842565,6.713691148885355,527.6245692160694
7,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,0.7632626814943567,4.666234964744275,-1.5299451921981375,521.9788545567304
8,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,-9.595917643551335,0.7632626814943567,-8.497566394842565,6.713691148885355,502.20688183766936
9,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,-0.14372195324367493,4.666234964744275,6.713691148885355,551.6369574922011
10,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,-9.595917643551335,0.7632626814943567,4.666234964744275,-1.5299451921981375,507.12704685617274
11,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,3.7213658234550575,-0.14372195324367493,4.666234964744275,-1.5299451921981375,544.9550330668411
12,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.1938018590682465,4.666234964744275,-1.5299451921981375,510.84665044318564
13,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,-9.335519438840487,0.0,1.1998370084524541,0.0,2.159653907731492,-0.1938018590682465,4.666234964744275,-1.5299451921981375,498.76177805808163
14,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,-9.335519438840487,0.0,1.1998370084524541,0.0,3.7213658234550575,0.7632626814943567,4.666234964744275,-1.5299451921981375,511.4556940873502
15,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,-0.1938018590682465,4.666234964744275,-1.5299451921981375,543.343241245293
16,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,3.7213658234550575,0.7632626814943567,-4.41470320010109,-1.5299451921981375,536.7810795367337
17,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,-9.335519438840487,0.0,-1.8963991408225083,0.0,2.159653907731492,0.7632626814943567,4.666234964744275,-1.5299451921981375,506.7977460223516
18,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,-13.248525569934609,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,-0.14372195324367493,-4.41470320010109,-1.5299451921981375,479.17212590204974
19,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,-9.595917643551335,-0.14372195324367493,4.666234964744275,-1.5299451921981375,506.22006222143466
20,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,3.7213658234550575,-0.1938018590682465,-4.41470320010109,6.713691148885355,511.5710605351473
21,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,3.7213658234550575,-0.1938018590682465,-8.497566394842565,-1.5299451921981375,499.24456099932235
22,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.14372195324367493,4.666234964744275,-1.5299451921981375,510.89673034901017
23,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,-9.335519438840487,0.0,-1.8963991408225083,0.0,3.7213658234550575,0.7632626814943567,-8.497566394842565,6.713691148885355,528.8569802979719
24,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,3.7213658234550575,-0.1938018590682465,4.666234964744275,-1.5299451921981375,512.4083623589091
25,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,-0.14372195324367493,4.666234964744275,-1.5299451921981375,507.80049419973517
26,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,-13.248525569934609,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.14372195324367493,4.666234964744275,-1.5299451921981375,491.34930021617004
27,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.1938018590682465,-4.41470320010109,6.713691148885355,510.0093486194237
28,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,0.7632626814943567,4.666234964744275,-1.5299451921981375,544.3003057858556
29,502.9254442729308,0.0,14.081898391403277,0.0,14.081898391403277,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,-9.595917643551335,0.7632626814943567,4.666234964744275,-1.5299451921981375,532.5447342345727
30,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,2.159653907731492,-0.1938018590682465,4.666234964744275,-1.5299451921981375,510.84665044318564
31,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,1.1998370084524541,0.0,3.7213658234550575,0.7632626814943567,-8.497566394842565,-1.5299451921981375,510.3767651128672
32,502.9254442729308,0.0,-3.7145150842880077,0.0,-3.7145150842880077,0.0,6.298904562905488,0.0,2.7493529462634765,0.0,-1.8963991408225083,0.0,2.159653907731492,-0.14372195324367493,-8.497566394842565,-1.5299451921981375,494.6366928401483
33,502.9254442729308,0.0,1.3730547022031372,0.0,1.3730547022031372,0.0,6.298904562905488,0.0,-9.335519438840487,0.0,1.1998370084524541,0.0,3.7213658234550575,0.7632626814943567,4.666234964744275,-1.5299451921981375,511.4556940873502
