claim_id,feature,contribution
0,base_points,502.9254442729308
1,base_points,502.9254442729308
2,base_points,502.9254442729308
3,base_points,502.9254442729308
4,base_points,502.9254442729308
5,base_points,502.9254442729308
6,base_points,502.9254442729308
7,base_points,502.9254442729308
8,base_points,502.9254442729308
9,base_points,502.9254442729308
10,base_points,502.9254442729308
11,base_points,502.9254442729308
12,base_points,502.9254442729308
13,base_points,502.9254442729308
14,base_points,502.9254442729308
15,base_points,502.9254442729308
16,base_points,502.9254442729308
17,base_points,502.9254442729308
18,base_points,502.9254442729308
19,base_points,502.9254442729308
20,base_points,502.9254442729308
21,base_points,502.9254442729308
22,base_points,502.9254442729308
23,base_points,502.9254442729308
24,base_points,502.9254442729308
25,base_points,502.9254442729308
26,base_points,502.9254442729308
27,base_points,502.9254442729308
28,base_points,502.9254442729308
29,base_points,502.9254442729308
30,base_points,502.9254442729308
31,base_points,502.9254442729308
32,base_points,502.9254442729308
33,base_points,502.9254442729308
34,base_points,502.9254442729308
35,base_points,502.9254442729308
36,base_points,502.9254442729308
37,base_points,502.9254442729308
38,base_points,502.9254442729308
39,base_points,502.9254442729308
40,base_points,502.9254442729308
41,base_points,502.9254442729308
42,base_points,502.9254442729308
43,base_points,502.9254442729308
44,base_points,502.9254442729308
45,base_points,502.9254442729308
46,base_points,502.9254442729308
47,base_points,502.9254442729308
48,base_points,502.9254442729308
49,base_points,502.9254442729308
50,base_points,502.9254442729308
51,base_points,502.9254442729308
52,base_points,502.9254442729308
53,base_points,502.9254442729308
54,base_points,502.9254442729308
55,base_points,502.9254442729308
56,base_points,502.9254442729308
57,base_points,502.9254442729308
58,base_points,502.9254442729308
59,base_points,502.9254442729308
60,base_points,502.9254442729308
61,base_points,502.9254442729308
62,base_points,502.9254442729308
63,base_points,502.9254442729308
64,base_points,502.9254442729308
65,base_points,502.9254442729308
66,base_points,502.9254442729308
67,base_points,502.9254442729308
68,base_points,502.9254442729308
69,base_points,502.9254442729308
70,base_points,502.9254442729308
71,base_points,502.9254442729308
72,base_points,502.9254442729308
73,base_points,502.9254442729308
74,base_points,502.9254442729308
75,base_points,502.9254442729308
76,base_points,502.9254442729308
77,base_points,502.9254442729308
78,base_points,502.9254442729308
79,base_points,502.9254442729308
80,base_points,502.9254442729308
81,base_points,502.9254442729308
82,base_points,502.9254442729308
83,base_points,502.9254442729308
84,base_points,502.9254442729308
85,base_points,502.9254442729308
86,base_points,502.9254442729308
87,base_points,502.9254442729308
88,base_points,502.9254442729308
89,base_points,502.9254442729308
90,base_points,502.9254442729308
91,base_points,502.9254442729308
92,base_points,502.9254442729308
93,base_points,502.9254442729308
94,base_points,502.9254442729308
95,base_points,502.9254442729308
96,base_points,502.9254442729308
97,base_points,502.9254442729308
98,base_points,502.9254442729308
99,base_points,502.9254442729308
100,base_points,502.9254442729308
101,base_points,502.9254442729308
102,base_points,502.9254442729308
103,base_points,502.9254442729308
104,base_points,502.9254442729308
105,base_points,502.9254442729308
106,base_points,502.9254442729308
107,base_points,502.9254442729308
108,base_points,502.9254442729308
109,base_points,502.9254442729308
110,base_points,502.9254442729308
111,base_points,502.9254442729308
112,base_points,502.9254442729308
113,base_points,502.9254442729308
114,base_points,502.9254442729308
115,base_points,502.9254442729308
116,base_points,502.9254442729308
117,base_points,502.9254442729308
118,base_points,502.9254442729308
119,base_points,502.9254442729308
120,base_points,502.9254442729308
121,base_points,502.9254442729308
122,base_points,502.9254442729308
123,base_points,502.9254442729308
124,base_points,502.9254442729308
125,base_points,502.9254442729308
126,base_points,502.9254442729308
127,base_points,502.9254442729308
128,base_points,502.9254442729308
129,base_points,502.9254442729308
130,base_points,502.9254442729308
131,base_points,502.9254442729308
132,base_points,502.9254442729308
133,base_points,502.9254442729308
134,base_points,502.9254442729308
135,base_points,502.9254442729308
136,base_points,502.9254442729308
137,base_points,502.9254442729308
138,base_points,502.9254442729308
139,base_points,502.9254442729308
140,base_points,502.9254442729308
141,base_points,502.9254442729308
142,base_points,502.9254442729308
143,base_points,502.9254442729308
144,base_points,502.9254442729308
145,base_points,502.9254442729308
146,base_points,502.9254442729308
147,base_points,502.9254442729308
148,base_points,502.9254442729308
149,base_points,502.9254442729308
150,base_points,502.9254442729308
151,base_points,502.9254442729308
152,base_points,502.9254442729308
153,base_points,502.9254442729308
154,base_points,502.9254442729308
155,base_points,502.9254442729308
156,base_points,502.9254442729308
157,base_points,502.9254442729308
158,base_points,502.9254442729308
159,base_points,502.9254442729308
160,base_points,502.9254442729308
161,base_points,502.9254442729308
162,base_points,502.9254442729308
163,base_points,502.9254442729308
164,base_points,502.9254442729308
165,base_points,502.9254442729308
166,base_points,502.9254442729308
167,base_points,502.9254442729308
168,base_points,502.9254442729308
169,base_points,502.9254442729308
170,base_points,502.9254442729308
171,base_points,502.9254442729308
172,base_points,502.9254442729308
173,base_points,502.9254442729308
174,base_points,502.9254442729308
175,base_points,502.9254442729308
176,base_points,502.9254442729308
177,base_points,502.9254442729308
178,base_points,502.9254442729308
179,base_points,502.9254442729308
180,base_points,502.9254442729308
181,base_points,502.9254442729308
182,base_points,502.9254442729308
183,base_points,502.9254442729308
184,base_points,502.9254442729308
185,base_points,502.9254442729308
186,base_points,502.9254442729308
187,base_points,502.9254442729308
188,base_points,502.9254442729308
189,base_points,502.9254442729308
190,base_points,502.9254442729308
191,base_points,502.9254442729308
192,base_points,502.9254442729308
193,base_points,502.9254442729308
194,base_points,502.9254442729308
195,base_points,502.9254442729308
196,base_points,502.9254442729308
197,base_points,502.9254442729308
198,base_points,502.9254442729308
199,base_points,502.9254442729308
200,base_points,502.9254442729308
201,base_points,502.9254442729308
202,base_points,502.9254442729308
203,base_points,502.9254442729308
204,base_points,502.9254442729308
205,base_points,502.9254442729308
206,base_points,502.9254442729308
207,base_points,502.9254442729308
208,base_points,502.9254442729308
209,base_points,502.9254442729308
210,base_points,502.9254442729308
211,base_points,502.9254442729308
212,base_points,502.9254442729308
213,base_points,502.9254442729308
214,base_points,502.9254442729308
215,base_points,502.9254442729308
216,base_points,502.9254442729308
217,base_points,502.9254442729308
218,base_points,502.9254442729308
219,base_points,502.9254442729308
220,base_points,502.9254442729308
221,base_points,502.9254442729308
222,base_points,502.9254442729308
223,base_points,502.9254442729308
224,base_points,502.9254442729308
225,base_points,502.9254442729308
226,base_points,502.9254442729308
227,base_points,502.9254442729308
228,base_points,502.9254442729308
229,base_points,502.9254442729308
230,base_points,502.9254442729308
231,base_points,502.9254442729308
232,base_points,502.9254442729308
233,base_points,502.9254442729308
234,base_points,502.9254442729308
235,base_points,502.9254442729308
236,base_points,502.9254442729308
237,base_points,502.9254442729308
238,base_points,502.9254442729308
239,base_points,502.9254442729308
240,base_points,502.9254442729308
241,base_points,502.9254442729308
242,base_points,502.9254442729308
243,base_points,502.9254442729308
244,base_points,502.9254442729308
245,base_points,502.9254442729308
246,base_points,502.9254442729308
247,base_points,502.9254442729308
248,base_points,502.9254442729308
249,base_points,502.9254442729308
250,base_points,502.9254442729308
251,base_points,502.9254442729308
252,base_points,502.9254442729308
253,base_points,502.9254442729308
254,base_points,502.9254442729308
255,base_points,502.9254442729308
256,base_points,502.9254442729308
257,base_points,502.9254442729308
258,base_points,502.9254442729308
259,base_points,502.9254442729308
260,base_points,502.9254442729308
261,base_points,502.9254442729308
262,base_points,502.9254442729308
263,base_points,502.9254442729308
264,base_points,502.9254442729308
265,base_points,502.9254442729308
266,base_points,502.9254442729308
267,base_points,502.9254442729308
268,base_points,502.9254442729308
269,base_points,502.9254442729308
270,base_points,502.9254442729308
271,base_points,502.9254442729308
272,base_points,502.9254442729308
273,base_points,502.9254442729308
274,base_points,502.9254442729308
275,base_points,502.9254442729308
276,base_points,502.9254442729308
277,base_points,502.9254442729308
278,base_points,502.9254442729308
279,base_points,502.9254442729308
280,base_points,502.9254442729308
281,base_points,502.9254442729308
282,base_points,502.9254442729308
283,base_points,502.9254442729308
284,base_points,502.9254442729308
285,base_points,502.9254442729308
286,base_points,502.9254442729308
287,base_points,502.9254442729308
288,base_points,502.9254442729308
289,base_points,502.9254442729308
290,base_points,502.9254442729308
291,base_points,502.9254442729308
292,base_points,502.9254442729308
293,base_points,502.9254442729308
294,base_points,502.9254442729308
295,base_points,502.9254442729308
296,base_points,502.9254442729308
297,base_points,502.9254442729308
298,base_points,502.9254442729308
299,base_points,502.9254442729308
300,base_points,502.9254442729308
301,base_points,502.9254442729308
302,base_points,502.9254442729308
303,base_points,502.9254442729308
304,base_points,502.9254442729308
305,base_points,502.9254442729308
306,base_points,502.9254442729308
307,base_points,502.9254442729308
308,base_points,502.9254442729308
309,base_points,502.9254442729308
310,base_points,502.9254442729308
311,base_points,502.9254442729308
312,base_points,502.9254442729308
313,base_points,502.9254442729308
314,base_points,502.9254442729308
315,base_points,502.9254442729308
316,base_points,502.9254442729308
317,base_points,502.9254442729308
318,base_points,502.9254442729308
319,base_points,502.9254442729308
320,base_points,502.9254442729308
321,base_points,502.9254442729308
322,base_points,502.9254442729308
323,base_points,502.9254442729308
324,base_points,502.9254442729308
325,base_points,502.9254442729308
326,base_points,502.9254442729308
327,base_points,502.9254442729308
328,base_points,502.9254442729308
329,base_points,502.9254442729308
330,base_points,502.9254442729308
331,base_points,502.9254442729308
332,base_points,502.9254442729308
333,base_points,502.9254442729308
334,base_points,502.9254442729308
335,base_points,502.9254442729308
336,base_points,502.9254442729308
337,base_points,502.9254442729308
338,base_points,502.9254442729308
339,base_points,502.9254442729308
340,base_points,502.9254442729308
341,base_points,502.9254442729308
342,base_points,502.9254442729308
343,base_points,502.9254442729308
344,base_points,502.9254442729308
345,base_points,502.9254442729308
346,base_points,502.9254442729308
347,base_points,502.9254442729308
348,base_points,502.9254442729308
349,base_points,502.9254442729308
350,base_points,502.9254442729308
351,base_points,502.9254442729308
352,base_points,502.9254442729308
353,base_points,502.9254442729308
354,base_points,502.9254442729308
355,base_points,502.9254442729308
356,base_points,502.9254442729308
357,base_points,502.9254442729308
358,base_points,502.9254442729308
359,base_points,502.9254442729308
360,base_points,502.9254442729308
361,base_points,502.9254442729308
362,base_points,502.9254442729308
363,base_points,502.9254442729308
364,base_points,502.9254442729308
365,base_points,502.9254442729308
366,base_points,502.9254442729308
367,base_points,502.9254442729308
368,base_points,502.9254442729308
369,base_points,502.9254442729308
370,base_points,502.9254442729308
371,base_points,502.9254442729308
372,base_points,502.9254442729308
373,base_points,502.9254442729308
374,base_points,502.9254442729308
375,base_points,502.9254442729308
376,base_points,502.9254442729308
377,base_points,502.9254442729308
378,base_points,502.9254442729308
379,base_points,502.9254442729308
380,base_points,502.9254442729308
381,base_points,502.9254442729308
382,base_points,502.9254442729308
383,base_points,502.9254442729308
384,base_points,502.9254442729308
385,base_points,502.9254442729308
386,base_points,502.9254442729308
387,base_points,502.9254442729308
388,base_points,502.9254442729308
389,base_points,502.9254442729308
390,base_points,502.9254442729308
391,base_points,502.9254442729308
392,base_points,502.9254442729308
393,base_points,502.9254442729308
394,base_points,502.9254442729308
395,base_points,502.9254442729308
396,base_points,502.9254442729308
397,base_points,502.9254442729308
398,base_points,502.9254442729308
399,base_points,502.9254442729308
400,base_points,502.9254442729308
401,base_points,502.9254442729308
402,base_points,502.9254442729308
403,base_points,502.9254442729308
404,base_points,502.9254442729308
405,base_points,502.9254442729308
406,base_points,502.9254442729308
407,base_points,502.9254442729308
408,base_points,502.9254442729308
409,base_points,502.9254442729308
410,base_points,502.9254442729308
411,base_points,502.9254442729308
412,base_points,502.9254442729308
